 num;dist(asec);            identifier             ;typ;       coord1 (ICRS,J2000/2000)        ;  Mag U  ;  Mag B  ;  Mag V  ;  Mag R  ;  spec. type   
2112;   3970.49;GB6 B0341+2308                     ;Rad;03 44 12.30 +23 17 28.0                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2113;   3976.04;V* V848 Tau                        ;Er*;03 43 54.4158585768 +23 21 16.428043296;     ~   ;     ~   ;     ~   ;     ~   ;~              
2114;   3977.09;Cl* Melotte 22 DH 231              ;Er*;03 42 33.9613043832 +24 11 00.884827968;22.402   ;     ~   ;     ~   ;     ~   ;~              
2115;   3977.13;TYC 1799-455-1                     ;*  ;03 43 51.6853324344 +23 21 54.570948156;     ~   ;11.75    ;11.26    ;     ~   ;~              
2116;   3977.49;TYC 1800-535-1                     ;*  ;03 50 41.8725092328 +23 18 35.535480084;     ~   ;12.19    ;11.18    ;     ~   ;~              
2117;   3977.75;Cl* Melotte 22 MT 31               ;*  ;03 42 44.3935917168 +24 25 17.226846912;     ~   ;14.94    ;13.87    ;13.64    ;M:             
2118;   3978.24;Cl Melotte 22 8                    ;*  ;03 42 48.0 +24 28 00                   ;     ~   ;15.4     ;     ~   ;     ~   ;~              
2119;   3981.17;2MASS J03451581+2506369            ;Y*O;03 45 15.8211191688 +25 06 36.922250484;     ~   ;17.189   ;15.671   ;     ~   ;M:             
2120;   3982.03;UGCS J034651.11+251256.7           ;G  ;03 46 51.11304 +25 12 56.7180          ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2121;   3984.69;Cl* Melotte 22 DH 404              ;*  ;03 45 51.9474488136 +25 10 01.889449284;     ~   ;     ~   ;18.70    ;     ~   ;~              
2122;   3985.11;TYC 1803-836-1                     ;*  ;03 42 48.9170708424 +24 28 58.549539468;     ~   ;11.04    ;10.55    ;     ~   ;~              
2123;   3991.97;Cl* Melotte 22 BPL 146             ;PM*;03 47 30.6436173120 +25 13 30.940579128;     ~   ;     ~   ;     ~   ;     ~   ;~              
2124;   3992.17;Cl* Melotte 22 DH 453              ;*  ;03 46 31.0125585408 +23 01 34.860964548;     ~   ;     ~   ;19.77    ;     ~   ;~              
2125;   3994.15;Cl* Melotte 22 DH 368              ;PM*;03 45 02.8793720661 +25 05 19.878946618;     ~   ;     ~   ;18.54    ;     ~   ;M4.5           
2126;   3996.47;Cl Melotte 22 242                  ;*  ;03 43 59.1164135976 +23 19 41.731775112;     ~   ;15.82    ;14.90    ;14.72    ;~              
2127;   3996.56;Cl* Melotte 22 PLIZ 17             ;LM*;03 51 26.6574321096 +23 30 10.175836572;     ~   ;     ~   ;     ~   ;     ~   ;~              
2128;   3998.98;HD 23339                           ;PM*;03 45 13.9746348288 +23 07 22.474650828;     ~   ;10.46    ;9.79     ;     ~   ;G5             
2129;   4000.85;Cl Melotte 22 695                  ;*  ;03 45 36.0 +25 09 00                   ;     ~   ;13.6     ;     ~   ;     ~   ;~              
2130;   4005.02;Cl* Melotte 22 CMO 5               ;*  ;03 48 18.7 +25 12 35                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2131;   4007.03;Cl* Melotte 22 DH 537              ;Er*;03 47 47.8768947912 +25 13 33.788928108;     ~   ;     ~   ;18.03    ;     ~   ;~              
2132;   4009.01;2MASS J03461843+2301536            ;NIR;03 46 18.43224 +23 01 53.6412          ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2133;   4012.16;UGCS J034418.34+231522.3           ;PM*;03 44 18.355 +23 15 22.47              ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2134;   4015.99;Cl Melotte 22 2417                 ;*  ;03 49 42.0 +23 08 00                   ;     ~   ;13.24    ;12.26    ;     ~   ;~              
2135;   4016.30;Cl* Melotte 22 BPL 123             ;*  ;03 47 02.5372642488 +25 13 45.635053404;     ~   ;     ~   ;     ~   ;     ~   ;~              
2136;   4017.25;Gaia DR2 64173923868292224         ;WD?;03 50 13.1739805848 +23 12 23.387404176;     ~   ;     ~   ;     ~   ;     ~   ;~              
2137;   4019.17;Cl Melotte 22 150                  ;*  ;03 43 42.0 +24 51 00                   ;     ~   ;12.7     ;     ~   ;     ~   ;~              
2138;   4019.22;V* V1211 Tau                       ;Y*O;03 50 51.4440029111 +23 19 44.668921580;     ~   ;13.52    ;12.45    ;     ~   ;~              
2139;   4019.58;HD 23732                           ;*  ;03 48 16.8727819416 +25 12 54.442464768;9.67     ;9.62     ;9.21     ;8.70     ;F4V            
2140;   4021.08;Gaia DR3 66872262841871232         ;PM*;03 50 16.8466004568 +25 01 17.190858648;     ~   ;     ~   ;     ~   ;     ~   ;~              
2141;   4021.17;Cl* Melotte 22 HHJ 94              ;Er*;03 47 39.7852051224 +23 00 04.688117640;     ~   ;     ~   ;18.73    ;     ~   ;~              
2142;   4022.35;[SCG94] X 29                       ;X  ;03 43 42.2 +24 51 08                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2143;   4022.50;TYC 1800-1079-1                    ;*  ;03 52 12.6800986464 +24 19 45.787963440;     ~   ;13.35    ;11.71    ;     ~   ;~              
2144;   4023.88;Cl* Melotte 22 CMO 4               ;*  ;03 48 25.7 +25 12 35                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2145;   4025.72;HD 23462                           ;PM*;03 46 24.5813107800 +25 12 43.405445412;     ~   ;10.95    ;10.07    ;     ~   ;K1V            
2146;   4029.99;Cl* Melotte 22 DH 649              ;*  ;03 50 04.2435223776 +23 10 44.645045880;     ~   ;     ~   ;17.33    ;     ~   ;~              
2147;   4030.23;2MASS J03455726+2511129            ;Y*O;03 45 57.2765493849 +25 11 12.918587213;     ~   ;     ~   ;16.5     ;     ~   ;~              
2148;   4031.42;TYC 1804-183-1                     ;*  ;03 51 40.6963346880 +24 40 08.813330976;     ~   ;13.06    ;12.09    ;     ~   ;~              
2149;   4037.57;Cl* Melotte 22 PLIZ 15             ;LM*;03 52 18.6548951688 +24 04 27.555121740;     ~   ;     ~   ;     ~   ;     ~   ;~              
2150;   4037.94;V* V702 Tau                        ;Er*;03 45 11.8688593200 +23 06 53.436671064;     ~   ;     ~   ;     ~   ;     ~   ;~              
2151;   4038.73;[SCG94] X 21                       ;X  ;03 43 33.3 +24 49 08                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2152;   4038.75;2MASS J03504361+2317343            ;*  ;03 50 43.6219953336 +23 17 34.386365508;     ~   ;     ~   ;     ~   ;     ~   ;~              
2153;   4044.74;V* LU Tau                          ;Er*;03 43 09.7423663800 +24 41 33.100441764;20.523   ;17.97    ;16.37    ;     ~   ;~              
2154;   4046.26;Cl* Melotte 22 KEL 40              ;*  ;03 43 10.0 +24 41 42                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2155;   4046.26;Cl* Melotte 22 KEL 39              ;*  ;03 43 10.0 +24 41 42                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2156;   4051.09;Cl* Melotte 22 IPL 32              ;*  ;03 42 28.5202021056 +24 03 40.868779860;     ~   ;     ~   ;     ~   ;     ~   ;~              
2157;   4051.34;[SCG94] X 306                      ;?  ;03 52 16.5 +23 57 03                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2158;   4054.13;IRAS 03397+2337                    ;FIR;03 42 41.4 +23 47 06                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2159;   4056.79;V* V868 Tau                        ;Er*;03 48 26.0427830064 +25 13 07.661662608;     ~   ;     ~   ;     ~   ;     ~   ;~              
2160;   4056.91;Gaia DR3 66592750668277504         ;Y*?;03 52 15.3097675992 +24 19 40.825668144;     ~   ;     ~   ;     ~   ;     ~   ;~              
2161;   4057.66;IRAS 03400+2327                    ;FIR;03 42 57.9 +23 37 27                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2162;   4060.79;2MASS J03521499+2420237            ;Y*O;03 52 14.9959458240 +24 20 23.752278096;     ~   ;17.123   ;15.613   ;     ~   ;~              
2163;   4061.51;TYC 1803-394-1                     ;*  ;03 43 39.8515099488 +24 51 30.902255892;     ~   ;12.39    ;12.02    ;     ~   ;~              
2164;   4062.42;Cl* Melotte 22 DH 435              ;*  ;03 46 19.4040780840 +23 00 55.850475996;     ~   ;     ~   ;     ~   ;     ~   ;~              
2165;   4065.35;Cl* Melotte 22 BPL 160             ;Er*;03 47 52.8693062906 +22 59 34.075062486;     ~   ;     ~   ;17.64    ;     ~   ;~              
2166;   4065.79;2MASS J03481017+2300041            ;Y*O;03 48 10.1730386616 +23 00 04.084756704;     ~   ;15.936   ;14.553   ;     ~   ;~              
2167;   4068.41;UGCS J034451.50+250516.4           ;*  ;03 44 51.5121982848 +25 05 16.722457872;     ~   ;     ~   ;     ~   ;     ~   ;~              
2168;   4070.65;V* V367 Tau                        ;Er*;03 49 57.0476760360 +25 05 14.784158976;     ~   ;     ~   ;     ~   ;     ~   ;~              
2169;   4071.30;Cl* Melotte 22 KEL 81              ;*  ;03 43 00.0 +23 36 00                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2170;   4073.50;WISE J035219.92+241422.5           ;G  ;03 52 19.92 +24 14 22.5                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2171;   4073.82;TYC 1799-867-1                     ;*  ;03 45 39.1476260424 +23 03 29.681384148;     ~   ;12.52    ;12.00    ;     ~   ;~              
2172;   4075.91;Cl* Melotte 22 IPL 59              ;*  ;03 45 30.22 +23 04 16.1                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2173;   4084.46;V* V810 Tau                        ;BY*;03 43 02.9441671032 +24 40 11.149283892;15.149   ;12.97    ;12.03    ;     ~   ;G8             
2174;   4085.50;V* V860 Tau                        ;Er*;03 46 54.0265836576 +25 14 45.026202336;     ~   ;17.84    ;16.19    ;     ~   ;~              
2175;   4085.81;2MASX J03521089+2426005            ;G  ;03 52 10.9252003968 +24 26 00.785998320;     ~   ;     ~   ;     ~   ;     ~   ;~              
2176;   4088.45;Cl* Melotte 22 IPL 60              ;PM*;03 45 03.1666994160 +23 06 58.725755208;     ~   ;     ~   ;     ~   ;     ~   ;~              
2177;   4090.20;Cl* Melotte 22 KEL 5               ;*  ;03 49 48.0 +25 06 48                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2178;   4094.46;V* V706 Tau                        ;Er*;03 49 49.3958258856 +25 06 42.378965784;     ~   ;     ~   ;     ~   ;     ~   ;~              
2179;   4094.54;TYC 1804-2487-1                    ;*  ;03 47 31.3609535376 +25 15 13.310462736;     ~   ;11.49    ;10.55    ;     ~   ;~              
2180;   4096.45;V* LN Tau                          ;Er*;03 42 26.2849722721 +24 14 07.998119192;     ~   ;14.30    ;17.83    ;     ~   ;~              
2181;   4102.42;UGCS J034629.11+225947.6           ;*  ;03 46 29.110 +22 59 47.60              ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2182;   4105.46;V* V558 Tau                        ;Y*O;03 51 25.8654280584 +24 47 38.973214932;     ~   ;17.827   ;16.232   ;     ~   ;~              
2183;   4108.42;UCAC4 566-007980                   ;*  ;03 45 37.0671113976 +23 03 03.557306844;     ~   ;13.413   ;12.352   ;12.114   ;~              
2184;   4108.86;V* V524 Tau                        ;Er*;03 45 56.9643701863 +23 01 29.234613402;     ~   ;19.41    ;17.90    ;     ~   ;~              
2185;   4109.69;Cl* Melotte 22 PLIZ 31             ;LM*;03 51 47.660 +24 39 58.90              ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2186;   4111.11;Cl Melotte 22 3050                 ;*  ;03 51 25.58 +24 47 53.8                ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2187;   4112.66;UCAC4 572-008429                   ;*  ;03 42 26.6212717512 +24 16 59.991742020;     ~   ;14.12    ;13.31    ;13.12    ;~              
2188;   4116.09;Gaia DR2 68312386852778752         ;WD?;03 42 47.3895587640 +24 34 08.455885500;     ~   ;     ~   ;     ~   ;     ~   ;~              
2189;   4116.82;Cl* Melotte 22 DH 563              ;Er*;03 48 15.4757607168 +25 14 36.600020556;     ~   ;     ~   ;     ~   ;     ~   ;~              
2190;   4116.95;HAT 259-13139                      ;*  ;03 44 28.0774399968 +25 02 45.294019224;     ~   ;     ~   ;     ~   ;     ~   ;~              
2191;   4117.36;V* V756 Tau                        ;Er*;03 48 29.6472563496 +23 00 02.789174880;     ~   ;     ~   ;     ~   ;     ~   ;~              
2192;   4118.85;V* V509 Tau                        ;Er*;03 43 12.1184741745 +24 44 45.438975060;     ~   ;18.731   ;17.093   ;     ~   ;~              
2193;   4124.93;Cl* Melotte 22 DH 695              ;Er*;03 51 07.1026099704 +23 20 57.729486408;     ~   ;     ~   ;     ~   ;     ~   ;~              
2194;   4128.26;V* V1004 Tau                       ;Y*O;03 42 58.7727846432 +23 34 30.146051244;     ~   ;17.5     ;     ~   ;     ~   ;~              
2195;   4129.06;CRTS J035224.2+240047              ;EB*;03 52 24.2464039344 +24 00 47.689762284;     ~   ;     ~   ;16.85    ;     ~   ;~              
2196;   4129.22;Cl* Melotte 22 PLZJ 23             ;BD*;03 51 53.380 +24 38 12.11              ;     ~   ;     ~   ;     ~   ;     ~   ;L8             
2197;   4129.75;Cl* Melotte 22 BPL 260             ;*  ;03 52 18.7089834888 +23 52 36.817589640;     ~   ;     ~   ;     ~   ;     ~   ;~              
2198;   4130.95;[SCG94] X 67                       ;?  ;03 44 35.1 +25 04 09                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2199;   4131.13;[SCG94] X 23                       ;X  ;03 43 34.5 +24 51 53                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2200;   4136.59;Cl* Melotte 22 BPL 219             ;PM*;03 49 58.3308769320 +25 06 21.180449232;     ~   ;     ~   ;     ~   ;     ~   ;~              
2201;   4138.12;HD 283058                          ;*  ;03 52 17.2433694600 +24 24 00.797020128;     ~   ;11.514   ;10.428   ;     ~   ;K0             
2202;   4139.02;V* V1053 Tau                       ;Er*;03 51 35.1180154104 +23 28 47.952384780;     ~   ;     ~   ;     ~   ;     ~   ;~              
2203;   4144.91;Gaia DR2 65685958514729728         ;WD?;03 51 33.3488012832 +23 28 01.641419904;     ~   ;     ~   ;     ~   ;     ~   ;~              
2204;   4144.92;Cl* Melotte 22 BPL 81              ;LM*;03 45 53.2084910472 +25 12 55.852160328;     ~   ;     ~   ;     ~   ;     ~   ;M7.5           
2205;   4147.25;Cl* Melotte 22 BRB 1               ;LM*;03 51 51.5439834336 +23 34 49.370818908;     ~   ;     ~   ;     ~   ;     ~   ;M4.9           
2206;   4148.03;V* V543 Tau                        ;Er*;03 48 26.0393306463 +25 14 40.938883156;     ~   ;17.017   ;15.463   ;     ~   ;~              
2207;   4152.53;Gaia DR3 65686680069240448         ;*  ;03 51 43.5361599216 +23 31 24.578087880;     ~   ;     ~   ;     ~   ;     ~   ;~              
2208;   4157.92;Cl* Melotte 22 SK 678              ;*  ;03 42 27.6648417024 +24 22 28.499002032;     ~   ;     ~   ;17.74    ;     ~   ;~              
2209;   4160.10;TYC 1799-1281-1                    ;*  ;03 45 11.6468429760 +23 04 38.773656120;     ~   ;12.50    ;11.15    ;     ~   ;~              
2210;   4160.30;Cl Melotte 22 250                  ;Y*O;03 44 04.2484463654 +24 59 23.385528138;     ~   ;11.4     ;10.7     ;     ~   ;G2             
2211;   4161.84;LP 356-492                         ;PM*;03 43 10.9619409168 +23 28 46.422465096;     ~   ;15.8     ;     ~   ;13.9     ;~              
2212;   4170.16;Cl* Melotte 22 DH 751              ;*  ;03 52 23.9965045872 +23 55 15.912802776;     ~   ;16.93    ;16.05    ;     ~   ;~              
2213;   4173.10;UCAC4 565-008102                   ;*  ;03 46 20.5937098896 +22 58 58.996813116;     ~   ;14.246   ;13.485   ;13.301   ;~              
2214;   4175.44;IRAS 03394+2346                    ;FIR;03 42 22.9 +23 56 13                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2215;   4176.07;[SPG2012] 055.6+24.4-040           ;HI ;03 42 29.0 +24 25 00                   ;     ~   ;     ~   ;     ~   ;     ~   ;~              
2216;   4180.53;TYC 1804-267-1                     ;*  ;03 51 43.8523595832 +24 43 49.476718884;     ~   ;13.39    ;12.47    ;12.40    ;~              
2217;   4182.90;Cl* Melotte 22 DH 221              ;Er*;03 42 26.2672515336 +23 51 38.897316612;     ~   ;     ~   ;19.49    ;     ~   ;~              
2218;   4190.83;Cl* Melotte 22 DH 217              ;Er*;03 42 17.8923912075 +24 06 57.888253716;     ~   ;     ~   ;18.90    ;     ~   ;~              
2219;   4191.29;Cl* Melotte 22 DH 329              ;*  ;03 44 22.1437558584 +23 10 54.976558656;     ~   ;     ~   ;     ~   ;     ~   ;~              
2220;   4194.73;Cl* Melotte 22 DH 748              ;Er*;03 52 17.5407257861 +24 27 19.902524645;     ~   ;     ~   ;     ~   ;     ~   ;~              
2221;   4195.56;DANCe J03521764+2427184            ;*  ;03 52 17.6346125448 +24 27 18.507463416;     ~   ;     ~   ;     ~   ;     ~   ;~              
2222;   4196.94;Cl* Melotte 22 DH 620              ;Er*;03 49 25.5991890864 +23 02 50.332675596;     ~   ;     ~   ;18.92    ;     ~   ;~              
2223;   4198.73;V* V445 Tau                        ;Er*;03 46 06.8895953568 +25 14 45.070917144;     ~   ;     ~   ;     ~   ;     ~   ;~              
2224;   4199.88;Cl Melotte 22 3123                 ;*  ;03 51 46.1021756424 +24 43 36.478723980;     ~   ;12.89    ;11.64    ;11.12    ;M:             
2225;   4200.29;Cl Melotte 22 24                   ;*  ;03 42 54.9655164936 +24 40 53.794954020;     ~   ;14.22    ;12.38    ;11.84    ;M:             
2226;   4201.21;2MASS J03503890+2313028            ;Y*O;03 50 38.9137904919 +23 13 02.745347013;     ~   ;18.193   ;16.603   ;     ~   ;~              
