 num|dist(asec)|            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  spec. type   
1699|   7667.46|ATO J068.9188+15.4482              |V* |04 35 40.5238624257 +15 26 53.850081125|     ~   |     ~   |     ~   |     ~   |~              
1700|   7670.26|BPS BS 17585-0058                  |*  |04 20 11.1081834072 +17 14 06.412169688|     ~   |13.31    |12.72    |12.83    |~              
1701|   7670.89|XMMXCS J041944.6+143904.5          |ClG|04 19 44.600 +14 39 04.50              |     ~   |     ~   |     ~   |     ~   |~              
1702|   7672.35|GAT 879                            |*  |04 35 07.6224172704 +16 43 35.089043952|     ~   |13.66    |12.45    |     ~   |K1III          
1703|   7680.42|BPS BS 17585-0096                  |*  |04 26 38.5770797928 +13 44 05.866971396|     ~   |13.58    |12.74    |12.59    |~              
1704|   7680.53|CRTS J042140.3+173436              |EB*|04 21 40.3462990128 +17 34 36.764339304|     ~   |     ~   |15.85    |     ~   |~              
1705|   7683.54|HD 285776                          |*  |04 26 16.7082751488 +17 59 38.387945256|     ~   |12.25    |11.50    |     ~   |F5             
1706|   7685.40|1RXS J042621.0+175945              |X  |04 26 21.00 +17 59 45.0                |     ~   |     ~   |     ~   |     ~   |~              
1707|   7687.56|2MASS J04354898+1537198            |LM*|04 35 48.9828572784 +15 37 19.800635844|     ~   |     ~   |     ~   |     ~   |M6e            
1708|   7687.95|TYC 681-989-1                      |*  |04 29 27.6442391736 +13 48 56.087548416|     ~   |12.04    |11.29    |     ~   |~              
1709|   7692.69|GAT 880                            |*  |04 35 30.9191410416 +16 29 16.988656848|     ~   |12.07    |11.55    |     ~   |~              
1710|   7693.58|CCDM J04220+1405C                  |*  |04 21 59.8 +14 06 14                   |     ~   |     ~   |12.7     |     ~   |~              
1711|   7695.60|G 7-36                             |PM*|04 18 57.9713998223 +16 47 28.259759613|     ~   |16.81    |     ~   |15.03    |~              
1712|   7698.93|HD 285927                          |*  |04 35 34.1925753312 +15 18 19.982537460|     ~   |12.25    |10.73    |     ~   |K2             
1713|   7700.65|LP 415-875                         |LM*|04 26 21.7071758688 +18 00 01.027417104|     ~   |17.69    |15.89    |     ~   |M5V            
1714|   7705.82|HG 7-249                           |PM*|04 31 29.0701590432 +17 43 07.179602520|     ~   |13.28    |11.87    |11.52    |K7V            
1715|   7712.29|87GB 042823.4+173836               |Rad|04 31 16.0 +17 45 00                   |     ~   |     ~   |     ~   |     ~   |~              
1716|   7714.74|HD 27350                           |*  |04 19 34.0081896360 +14 41 32.369283096|     ~   |9.33     |8.80     |     ~   |A2             
1717|   7715.35|WISE J043532.83+162903.8           |MIR|04 35 32.834 +16 29 03.84              |     ~   |     ~   |     ~   |     ~   |~              
1718|   7716.80|CRTS J042744.5+180010              |EB*|04 27 44.5629716400 +18 00 10.266264684|     ~   |     ~   |14.10    |     ~   |~              
1719|   7717.18|[SHM2017] J068.28242+17.42871      |RR*|04 33 07.7790924408 +17 25 43.270270140|     ~   |     ~   |     ~   |     ~   |~              
1720|   7718.29|[BKM2008] HB2Ic01-214s             |LM*|04 26 32.1960363792 +18 00 27.971974800|     ~   |     ~   |     ~   |     ~   |M5.5           
1721|   7718.59|ATO J068.6522+16.9926              |V* |04 34 36.5393049566 +16 59 33.883872505|     ~   |13.062   |12.370   |12.409   |~              
1722|   7726.61|HD 286787                          |*  |04 27 19.8347000880 +13 43 18.741194292|     ~   |10.88    |10.16    |10.00    |F2             
1723|   7732.81|SDSS J041809.85+161134.9           |LM*|04 18 09.8493037416 +16 11 35.016558756|     ~   |     ~   |     ~   |     ~   |M1V            
1724|   7735.18|2MASX J04251987+1345222            |G  |04 25 19.8848087280 +13 45 22.273720668|     ~   |     ~   |     ~   |     ~   |~              
1725|   7736.85|HD 28634                           |SB*|04 31 37.1140625232 +17 42 35.045618328|     ~   |10.515   |9.517    |9.43     |K2V            
1726|   7736.86|WISE J043531.88+163102.6           |MIR|04 35 31.889 +16 31 02.65              |     ~   |     ~   |     ~   |     ~   |~              
1727|   7739.01|2MASS J04295422+1754041            |TT*|04 29 54.2248731960 +17 54 03.900255480|     ~   |     ~   |     ~   |     ~   |M4             
1728|   7741.30|Cl* Melotte 25 VA 686              |PM*|04 32 54.2044183248 +17 29 13.191658656|     ~   |13.43    |12.28    |11.98    |K5V            
1729|   7743.05|SDSS J041830.74+151154.1           |HS*|04 18 30.7414386456 +15 11 54.195276156|     ~   |     ~   |     ~   |     ~   |sdB            
1730|   7743.06|SDSS J041810.23+161317.2           |LM*|04 18 10.2283559616 +16 13 17.204431044|     ~   |     ~   |     ~   |     ~   |M0V            
1731|   7743.15|* 60 Tau                           |dS*|04 22 03.5181398136 +14 04 37.912925064|     ~   |6.054    |5.710    |7.05     |A3m            
1732|   7746.48|Cl* Melotte 25 VA 636              |*  |04 31 45.5053233072 +17 41 32.511822144|     ~   |18.86    |17.3     |16.53    |~              
1733|   7755.33|2MASS J04325119+1730092            |Y*O|04 32 51.2019430320 +17 30 09.219060936|     ~   |     ~   |22.58    |     ~   |M9             
1734|   7757.34|1RXS J043047.5+135458              |X  |04 30 47.501 +13 54 58.50              |     ~   |     ~   |     ~   |     ~   |~              
1735|   7759.64|2MASS J04344622+1448026            |*  |04 34 46.2243494160 +14 48 02.454246252|     ~   |     ~   |     ~   |     ~   |~              
1736|   7761.59|1H 0427+177                        |X  |04 30 33.0 +17 50 54                   |     ~   |     ~   |     ~   |     ~   |~              
1737|   7761.68|2MASX J04255716+1343319            |G  |04 25 57.160 +13 43 32.00              |     ~   |     ~   |     ~   |     ~   |~              
1738|   7764.41|2MASS J04251189+1758479            |RG*|04 25 11.8991588329 +17 58 47.886129619|     ~   |     ~   |     ~   |     ~   |~              
1739|   7765.12|Gaia DR2 3311848354232691200       |WD?|04 19 17.9410390176 +14 46 08.513593356|     ~   |     ~   |     ~   |     ~   |~              
1740|   7766.84|2MASS J04180184+1555536            |LM*|04 18 01.8554217696 +15 55 53.335427052|     ~   |     ~   |     ~   |     ~   |M0V            
1741|   7767.36|[BKM2008] HC02c07-578l             |*  |04 22 28.0 +17 43 54                   |     ~   |     ~   |     ~   |     ~   |~              
1742|   7773.65|Cl* Melotte 25 VA 628              |PM*|04 31 33.2819287656 +14 00 30.897412992|     ~   |17.79    |16.5     |13.80    |~              
1743|   7774.46|TYC 1264-271-1                     |*  |04 18 32.7669397488 +16 36 20.810643444|     ~   |12.69    |11.29    |     ~   |~              
1744|   7775.11|RX J043207.3+173841                |X  |04 32 07.3 +17 38 41                   |     ~   |     ~   |     ~   |     ~   |~              
1745|   7777.70|LP 415-235                         |PM*|04 35 55.5764406720 +16 07 24.278530008|     ~   |18.04    |     ~   |16.00    |~              
1746|   7779.28|2MASS J04181398+1524120            |LM*|04 18 13.9739641344 +15 24 12.077562816|     ~   |     ~   |     ~   |     ~   |M0V            
1747|   7781.05|TYC 680-75-1                       |*  |04 27 24.3983748600 +13 42 27.002909196|     ~   |12.88    |11.96    |     ~   |~              
1748|   7786.32|ATO J068.5516+17.1685              |V* |04 34 12.3952612735 +17 10 06.386922657|     ~   |     ~   |     ~   |     ~   |~              
1749|   7786.91|HD 285669                          |*  |04 21 27.9240708000 +17 34 34.714326720|     ~   |10.45    |8.90     |     ~   |K2             
1750|   7790.87|SDSS J041811.40+152608.6           |WD*|04 18 11.4085527144 +15 26 08.509777728|     ~   |     ~   |     ~   |     ~   |DA             
1751|   7792.66|TGU H1296 P1                       |DNe|04 35 00.0 +14 53 00                   |     ~   |     ~   |     ~   |     ~   |~              
1752|   7792.66|TGU H1296                          |DNe|04 35 00.0 +14 53 00                   |     ~   |     ~   |     ~   |     ~   |~              
1753|   7793.28|Cl* Melotte 25 LH 136              |PM*|04 25 33.4842850320 +13 43 48.367001064|     ~   |16.73    |15.25    |14.69    |~              
1754|   7797.37|GSC 01269-01089                    |*  |04 30 44.6578274376 +17 50 19.203903672|     ~   |13.8     |12.5     |     ~   |K0             
1755|   7803.67|Cl* Melotte 25 VA 737              |*  |04 34 19.4586429816 +14 36 37.993331340|     ~   |14.64    |13.40    |13.30    |~              
1756|   7810.08|2MASX J04324946+1412530            |G  |04 32 49.5255931296 +14 12 53.325702144|     ~   |     ~   |     ~   |     ~   |~              
1757|   7811.30|HD 27990                           |SB*|04 25 47.5862729819 +18 01 01.895505133|     ~   |9.928    |8.989    |8.469    |K2V            
1758|   7822.70|CCDM J04220+1405B                  |*  |04 21 58.6 +14 03 50                   |     ~   |     ~   |13.2     |     ~   |~              
1759|   7823.35|HD 285849                          |*  |04 31 31.9581171480 +17 44 59.143055928|     ~   |11.11    |10.66    |     ~   |F0             
1760|   7826.55|GSC 01269-00933                    |*  |04 31 12.1344836976 +17 47 39.166239444|     ~   |15.2     |13.5     |     ~   |M1             
1761|   7827.68|WISE J043258.31+173016.4           |G  |04 32 58.319 +17 30 16.46              |     ~   |     ~   |     ~   |     ~   |~              
1762|   7829.71|WISE J043544.93+162545.1           |MIR|04 35 44.933 +16 25 45.17              |     ~   |     ~   |     ~   |     ~   |~              
1763|   7830.22|Cl* Melotte 25 VA 476              |*  |04 28 13.7959924824 +18 01 18.307028460|     ~   |17.63    |16.6     |16.34    |~              
1764|   7835.32|Cl* Melotte 25 HAN 452             |*  |04 29 05.58 +17 59 05.3                |     ~   |18.69    |17.27    |     ~   |~              
1765|   7835.99|2MASS J04360273+1547536            |LM*|04 36 02.7330597672 +15 47 53.555364204|     ~   |     ~   |     ~   |     ~   |M6.5V          
1766|   7837.14|[EP2013] G180.0-24.5-004.1         |sh |04 19 49.3 +14 32 50                   |     ~   |     ~   |     ~   |     ~   |~              
1767|   7839.04|LP 415-187                         |** |04 32 07.95 +17 39 52.3                |     ~   |16.82    |15.25    |15.02    |M2             
1768|   7839.05|LP 415-187 A                       |PM*|04 32 07.9677756672 +17 39 52.129110456|     ~   |     ~   |     ~   |     ~   |~              
1769|   7839.70|LP 415-187 B                       |PM*|04 32 07.9183553808 +17 39 53.409351096|     ~   |     ~   |     ~   |     ~   |~              
1770|   7842.62|HD 285695                          |*  |04 18 03.48 +15 31 42.8                |     ~   |12.54    |11.25    |11.46    |F5             
1771|   7845.91|Cl* Melotte 25 HAN 520             |*  |04 31 58.9353913608 +14 02 58.345742364|     ~   |19       |17.11    |     ~   |~              
1772|   7849.51|2MASS J04194345+1434227            |*  |04 19 43.4431440096 +14 34 22.596999312|     ~   |     ~   |     ~   |     ~   |~              
1773|   7858.23|HD 286732                          |*  |04 22 42.1984219224 +13 56 47.036781564|     ~   |12.02    |10.18    |     ~   |K5             
1774|   7862.47|Cl* Melotte 25 VA 702              |*  |04 33 23.1261111696 +17 25 32.877936552|     ~   |20.2     |17.4     |     ~   |~              
1775|   7862.63|LEDA 87248                         |G  |04 19 01.9 +14 49 39                   |     ~   |     ~   |     ~   |     ~   |~              
1776|   7863.09|Cl* Melotte 25 VA 422              |*  |04 27 15.2094367584 +13 41 00.003192756|     ~   |19.51    |17.6     |     ~   |~              
1777|   7863.10|HD 286737                          |** |04 24 39.71 +13 45 24.6                |     ~   |9.3      |     ~   |     ~   |A0             
1778|   7863.16|TYC 680-719-1                      |*  |04 24 39.706 +13 45 24.56              |     ~   |9.95     |9.47     |     ~   |~              
1779|   7863.26|TYC 680-719-2                      |*  |04 24 39.721 +13 45 24.40              |     ~   |10.54    |10.05    |     ~   |~              
1780|   7863.61|WISE J041810.36+162335.3           |G  |04 18 10.36 +16 23 35.3                |     ~   |     ~   |     ~   |     ~   |~              
1781|   7869.29|Cl* Melotte 25 VA 431              |PM*|04 27 23.6833958640 +13 40 58.214135460|     ~   |18.77    |     ~   |16.07    |~              
1782|   7872.65|VLSB F620-V01                      |LSB|04 19 01.0 +14 49 42                   |     ~   |     ~   |     ~   |     ~   |~              
1783|   7874.82|CRTS J042001.7+171645              |WV*|04 20 01.7960847384 +17 16 45.834501540|     ~   |     ~   |16.28    |     ~   |~              
1784|   7876.10|2MASS J04180303+1616191            |LM*|04 18 03.0335276208 +16 16 19.273934712|     ~   |     ~   |     ~   |     ~   |M2V            
1785|   7876.40|SDSS J041754.10+155317.0           |LM*|04 17 54.1032225048 +15 53 17.024441460|     ~   |     ~   |     ~   |     ~   |M0V            
1786|   7880.67|GSC 01269-00693                    |*  |04 31 04.1639463144 +17 49 38.300516472|     ~   |12.42    |11.19    |10.89    |G5             
1787|   7880.92|HD 27789                           |*  |04 23 41.5153585344 +13 49 43.251114036|     ~   |8.66     |7.57     |     ~   |G5             
1788|   7886.25|PGCC G182.24-21.44                 |MoC|04 35 01.683 +14 50 25.33              |     ~   |     ~   |     ~   |     ~   |~              
1789|   7887.06|HD 285670                          |*  |04 20 53.0280740208 +17 29 45.537733572|     ~   |10       |     ~   |     ~   |K0             
1790|   7888.11|Cl* Melotte 25 HAN 233             |*  |04 20 59.90 +17 31 14.5                |     ~   |16.35    |15.05    |     ~   |~              
1791|   7890.13|HD 285910                          |*  |04 35 50.0663606808 +16 25 00.699576888|     ~   |11.42    |10.59    |     ~   |G2v            
1792|   7894.24|TYC 1269-795-1                     |*  |04 31 37.1825256456 +17 45 37.665996984|     ~   |12.80    |11.35    |     ~   |G8             
1793|   7896.40|Cl* Melotte 25 LH 39               |LM*|04 34 17.5591463904 +17 11 31.221394620|     ~   |20.42    |18.61    |     ~   |M5.25          
1794|   7897.10|HD 285775                          |*  |04 27 38.8634317776 +18 03 17.389350396|     ~   |11.54    |10.76    |     ~   |F5             
1795|   7898.33|HD 29159                           |PM*|04 36 05.2673529024 +15 41 02.415425424|     ~   |10.212   |9.345    |8.878    |K0             
1796|   7898.58|IRAS 04226+1335                    |FIR|04 25 25.4 +13 42 22                   |     ~   |     ~   |     ~   |     ~   |~              
1797|   7901.62|ATO J064.6926+14.9269              |V* |04 18 46.2090237526 +14 55 37.242801103|     ~   |13.819   |12.887   |12.956   |~              
